Date,Open,High,Low,Close,Adj Close,Volume
2011-01-01,2.190000,2.438000,2.034000,2.308000,2.085664,8660000
2011-02-01,2.270000,2.336000,2.044000,2.300000,2.078434,6267000
2011-03-01,2.274000,2.988000,2.186000,2.920000,2.638708,15840500
2011-04-01,2.834000,2.864000,2.290000,2.368000,2.139884,9450500
2011-05-01,2.396000,2.406000,1.820000,2.004000,1.810948,44541000
2011-06-01,1.980000,2.012000,1.406000,1.572000,1.420564,6566500
2011-07-01,1.646000,1.688000,1.440000,1.468000,1.326583,3854000
2011-08-01,1.486000,1.488000,1.112000,1.390000,1.256097,18905000
2011-09-01,1.396000,1.398000,0.980000,1.078000,0.974153,3956500
2011-10-01,1.066000,1.434000,0.968000,1.056000,0.954272,3872500
2011-11-01,0.990000,1.038000,0.796000,0.890000,0.804263,4896000
2011-12-01,0.892000,0.920000,0.662000,0.704000,0.636181,7802000
2012-01-01,0.790000,0.810000,0.622000,0.742000,0.670521,7172000
2012-02-01,0.746000,0.880000,0.596000,0.680000,0.614493,5621000
2012-03-01,0.664000,0.760000,0.622000,0.686000,0.619916,4140000
2012-04-01,0.640000,0.666000,0.566000,0.584000,0.527742,8041000
2012-05-01,0.584000,0.620000,0.396000,0.396000,0.357852,7095000
2012-06-01,0.380000,0.386000,0.308000,0.358000,0.323513,5716000
2012-07-01,0.332000,0.336000,0.260000,0.308000,0.278329,3655500
2012-08-01,0.294000,0.468000,0.278000,0.462000,0.417494,5287500
2012-09-01,0.532000,0.540000,0.386000,0.464000,0.419301,3097000
2012-10-01,0.460000,0.466000,0.342000,0.374000,0.337971,1749500
2012-11-01,0.366000,0.370000,0.264000,0.306000,0.276522,3003000
2012-12-01,0.342000,0.418000,0.326000,0.378000,0.341586,3071500
2013-01-01,0.400000,0.498000,0.384000,0.394000,0.356045,3750000
2013-02-01,0.412000,0.498000,0.394000,0.464000,0.419301,2578500
2013-03-01,0.472000,0.554000,0.452000,0.522000,0.471714,1875000
2013-04-01,0.518000,0.568000,0.474000,0.566000,0.511476,4427000
2013-05-01,0.588000,0.998000,0.572000,0.980000,0.885594,6534500
2013-06-01,0.938000,0.944000,0.806000,0.930000,0.840410,3241000
2013-07-01,0.926000,1.352000,0.924000,1.336000,1.207299,4739000
2013-08-01,1.378000,1.486000,1.166000,1.234000,1.115125,5781500
2013-09-01,1.272000,1.702000,1.262000,1.666000,1.505509,5123500
2013-10-01,1.742000,1.906000,1.694000,1.776000,1.604913,5081000
2013-11-01,1.824000,2.016000,1.708000,1.896000,1.713353,2880000
2013-12-01,1.868000,1.972000,1.660000,1.964000,1.774802,2605000
2014-01-01,2.064000,2.400000,1.984000,2.200000,1.988068,7791500
2014-02-01,2.214000,2.426000,2.010000,2.388000,2.157957,3343500
2014-03-01,2.306000,2.724000,2.262000,2.672000,2.414598,3350500
2014-04-01,2.790000,2.952000,2.640000,2.950000,2.665817,4070000
2014-05-01,2.966000,3.580000,2.952000,3.558000,3.215247,3894500
2014-06-01,3.558000,3.672000,3.196000,3.358000,3.034513,3549500
2014-07-01,3.322000,3.344000,2.996000,3.000000,2.711001,2230000
2014-08-01,2.966000,3.288000,2.792000,2.806000,2.535690,3710500
2014-09-01,2.740000,2.850000,2.534000,2.592000,2.342305,3662500
2014-10-01,2.546000,2.546000,1.882000,2.228000,2.013370,7057500
2014-11-01,2.306000,2.704000,2.232000,2.452000,2.215791,2297000
2014-12-01,2.396000,2.624000,2.322000,2.410000,2.177837,2827500
2015-01-01,2.566000,2.652000,2.316000,2.600000,2.349534,2063000
2015-02-01,2.666000,2.948000,2.632000,2.798000,2.528460,1743500
2015-03-01,2.788000,2.884000,2.600000,2.740000,2.476048,938500
2015-04-01,2.828000,3.054000,2.822000,2.998000,2.744964,2061000
2015-05-01,3.038000,3.428000,3.030000,3.400000,3.113034,6954500
2015-06-01,3.240000,3.390000,3.160000,3.338000,3.056267,2566500
2015-07-01,3.446000,3.844000,3.224000,3.640000,3.332778,2106000
2015-08-01,3.786000,3.844000,3.270000,3.586000,3.283335,6786000
2015-09-01,3.504000,3.614000,3.258000,3.450000,3.158814,5651500
2015-10-01,3.518000,3.914000,3.462000,3.890000,3.561678,4624500
2015-11-01,3.922000,4.348000,3.776000,4.320000,3.955385,2797000
2015-12-01,4.340000,4.730000,4.284000,4.694000,4.297819,4014500
2016-01-01,4.636000,4.644000,3.914000,4.354000,3.986515,3401500
2016-02-01,4.354000,4.576000,3.694000,4.516000,4.134841,4516000
2016-03-01,4.566000,4.778000,4.324000,4.742000,4.341768,13347000
2016-04-01,4.680000,4.762000,4.322000,4.750000,4.415468,3783000
2016-05-01,4.680000,4.782000,4.404000,4.686000,4.355976,6234000
2016-06-01,4.728000,4.836000,4.102000,4.546000,4.225836,3772000
2016-07-01,4.576000,4.660000,4.282000,4.654000,4.326229,2294000
2016-08-01,4.630000,5.740000,4.548000,5.524000,5.134957,4976000
2016-09-01,5.578000,5.704000,5.380000,5.478000,5.092197,2543000
2016-10-01,5.484000,5.650000,5.092000,5.320000,4.945324,4090000
2016-11-01,5.338000,5.342000,4.088000,4.380000,4.071527,7649000
2016-12-01,4.310000,4.354000,3.710000,4.344000,4.038062,7081500
2017-01-01,4.464000,4.666000,4.350000,4.636000,4.309497,7589000
2017-02-01,4.850000,5.038000,4.700000,4.928000,4.580932,2797500
2017-03-01,4.972000,5.464000,4.904000,5.440000,5.056873,3821000
2017-04-01,5.410000,5.782000,5.346000,5.732000,5.328308,3190000
2017-05-01,5.772000,6.156000,5.694000,5.896000,5.576263,4772500
2017-06-01,5.876000,6.218000,5.764000,6.154000,5.820272,3442000
2017-07-01,6.192000,6.588000,6.188000,6.498000,6.145617,2672500
2017-08-01,6.448000,6.548000,5.960000,6.058000,5.729478,3705000
2017-09-01,6.088000,6.156000,5.760000,6.032000,5.704888,3888000
2017-10-01,5.866000,6.134000,5.616000,5.888000,5.568697,5291000
2017-11-01,5.946000,5.962000,3.824000,4.260000,4.028983,20462000
2017-12-01,4.072000,4.950000,3.852000,4.616000,4.365677,7998000
2018-01-01,4.754000,4.860000,4.384000,4.544000,4.297581,11929000
2018-02-01,4.590000,4.964000,4.200000,4.812000,4.551047,7787500
2018-03-01,4.876000,4.946000,4.700000,4.786000,4.526458,2737000
2018-04-01,4.768000,4.878000,4.294000,4.310000,4.076271,12327500
2018-05-01,4.358000,4.792000,4.246000,4.374000,4.225046,12163500
2018-06-01,4.406000,4.470000,3.990000,4.108000,3.968104,3741000
2018-07-01,4.022000,4.398000,3.978000,4.286000,4.140043,3262000
2018-08-01,4.264000,4.782000,3.930000,4.624000,4.466533,5029000
2018-09-01,4.428000,4.604000,4.304000,4.498000,4.344823,2473000
2018-10-01,4.402000,4.424000,4.032000,4.160000,4.018334,5162500
2018-11-01,4.264000,5.038000,4.076000,4.964000,4.794954,4521500
2018-12-01,5.128000,5.344000,4.936000,5.036000,4.864502,3821500
2019-01-01,5.072000,5.596000,4.978000,5.540000,5.351339,2617000
2019-02-01,5.538000,5.638000,5.090000,5.556000,5.366794,5239500
2019-03-01,5.510000,5.834000,5.244000,5.614000,5.422819,6449500
2019-04-01,5.758000,6.118000,5.742000,6.038000,5.832379,2859500
2019-05-01,6.034000,6.084000,5.344000,5.444000,5.325624,3640500
2019-06-01,5.390000,6.052000,5.364000,5.762000,5.636711,3156500
2019-07-01,5.904000,6.012000,5.434000,5.488000,5.368668,3549000
2019-08-01,5.560000,5.600000,4.798000,4.900000,4.793454,8642000
2019-09-01,4.864000,5.580000,4.820000,5.174000,5.061496,5616500
2019-10-01,5.192000,5.484000,4.770000,5.426000,5.308016,16296500
2019-11-01,5.510000,6.384000,5.346000,6.322000,6.184534,6132500
2019-12-01,6.480000,6.874000,6.416000,6.734000,6.587575,7380000
2020-01-01,6.590000,6.776000,6.200000,6.612000,6.468228,11798000
2020-02-01,6.554000,7.114000,6.294000,6.440000,6.299968,5824500
2020-03-01,6.516000,7.110000,4.500000,5.450000,5.331494,15684500
2020-04-01,5.376000,5.942000,5.190000,5.724000,5.599537,10942500
2020-05-01,5.682000,6.844000,5.532000,6.792000,6.734244,6017500
2020-06-01,6.720000,7.332000,6.554000,6.822000,6.763990,11007000
2020-07-01,6.984000,9.000000,6.964000,8.474000,8.401941,7766000
2020-08-01,8.636000,10.210000,8.582000,10.074000,9.988337,5249000
2020-09-01,10.082000,10.828000,9.540000,10.766000,10.674452,7900000
2020-10-01,10.988000,12.244000,10.644000,11.454000,11.356602,14909500
2020-11-01,11.166000,13.802000,11.102000,13.544000,13.428829,12575000
2020-12-01,13.420000,16.177999,12.952000,15.646000,15.512956,9833500
2021-01-01,16.288000,17.468000,14.000000,14.380000,14.257721,14964000
2021-02-01,14.486000,15.002000,12.238000,12.570000,12.463112,11866000
2021-03-01,12.558000,13.960000,11.000000,13.954000,13.835343,16874000
2021-04-01,14.258000,15.000000,12.688000,13.680000,13.563673,8184000
2021-05-01,13.282000,14.000000,11.960000,13.030000,13.006489,15500800
2021-06-01,13.150000,13.270000,11.540000,13.040000,13.016471,9004000
2021-07-01,13.520000,13.540000,11.630000,12.310000,12.287788,8822400
2021-08-01,12.480000,13.730000,12.130000,13.470000,13.445696,6521600
2021-09-01,13.600000,14.130000,12.770000,13.520000,13.495605,5215200
2021-10-01,13.100000,14.710000,11.410000,14.450000,14.423927,9140000
2021-11-01,14.520000,14.520000,10.500000,11.100000,11.079972,13204600
2021-12-01,10.950000,11.040000,9.460000,10.170000,10.151649,14579200
2022-01-01,9.990000,10.100000,8.300000,8.940000,8.923869,20142200
2022-02-01,8.640000,10.950000,8.080000,10.840000,10.820441,31449600
2022-03-01,10.750000,12.000000,9.020000,9.860000,9.842209,13418400
2022-04-01,10.200000,10.890000,8.160000,8.560000,8.544555,8144300
2022-05-01,7.880000,8.640000,6.550000,8.430000,8.430000,15677900
2022-06-01,8.490000,8.760000,7.370000,7.660000,7.660000,5239200
